HUCId,MapDate,HUC,HUCLevel,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
03090202,20240305,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2024-03-05,2024-03-11,1
03090202,20240227,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2024-02-27,2024-03-04,1
03090202,20240220,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2024-02-20,2024-02-26,1
03090202,20240213,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2024-02-13,2024-02-19,1
03090202,20240206,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2024-02-06,2024-02-12,1
03090202,20240130,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2024-01-30,2024-02-05,1
03090202,20240123,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2024-01-23,2024-01-29,1
03090202,20240116,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2024-01-16,2024-01-22,1
03090202,20240109,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2024-01-09,2024-01-15,1
03090202,20240102,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2024-01-02,2024-01-08,1
03090202,20231226,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2023-12-26,2024-01-01,1
03090202,20231219,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2023-12-19,2023-12-25,1
03090202,20231212,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2023-12-12,2023-12-18,1
03090202,20231205,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2023-12-05,2023-12-11,1
03090202,20231128,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2023-11-28,2023-12-04,1
03090202,20231121,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2023-11-21,2023-11-27,1
03090202,20231114,Everglades,8,73.07,26.93,10.40,0.00,0.00,0.00,2023-11-14,2023-11-20,1
03090202,20231107,Everglades,8,73.07,26.93,10.40,0.00,0.00,0.00,2023-11-07,2023-11-13,1
03090202,20231031,Everglades,8,84.30,15.70,0.00,0.00,0.00,0.00,2023-10-31,2023-11-06,1
03090202,20231024,Everglades,8,84.30,15.70,0.00,0.00,0.00,0.00,2023-10-24,2023-10-30,1
03090202,20231017,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2023-10-17,2023-10-23,1
03090202,20231010,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2023-10-10,2023-10-16,1
03090202,20231003,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2023-10-03,2023-10-09,1
03090202,20230926,Everglades,8,98.21,1.79,0.00,0.00,0.00,0.00,2023-09-26,2023-10-02,1
03090202,20230919,Everglades,8,97.55,2.45,0.00,0.00,0.00,0.00,2023-09-19,2023-09-25,1
03090202,20230912,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-12,2023-09-18,1
03090202,20230905,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2023-09-05,2023-09-11,1
03090202,20230829,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-29,2023-09-04,1
03090202,20230822,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-22,2023-08-28,1
03090202,20230815,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-15,2023-08-21,1
03090202,20230808,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-08,2023-08-14,1
03090202,20230801,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2023-08-01,2023-08-07,1
03090202,20230725,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2023-07-25,2023-07-31,1
03090202,20230718,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2023-07-18,2023-07-24,1
03090202,20230711,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2023-07-11,2023-07-17,1
03090202,20230704,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2023-07-04,2023-07-10,1
03090202,20230627,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2023-06-27,2023-07-03,1
03090202,20230620,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2023-06-20,2023-06-26,1
03090202,20230613,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2023-06-13,2023-06-19,1
03090202,20230606,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2023-06-06,2023-06-12,1
03090202,20230530,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2023-05-30,2023-06-05,1
03090202,20230523,Everglades,8,96.58,3.42,0.00,0.00,0.00,0.00,2023-05-23,2023-05-29,1
03090202,20230516,Everglades,8,84.48,15.52,0.70,0.00,0.00,0.00,2023-05-16,2023-05-22,1
03090202,20230509,Everglades,8,82.11,17.89,0.70,0.00,0.00,0.00,2023-05-09,2023-05-15,1
03090202,20230502,Everglades,8,79.80,20.20,0.70,0.00,0.00,0.00,2023-05-02,2023-05-08,1
03090202,20230425,Everglades,8,32.53,67.47,17.89,0.94,0.00,0.00,2023-04-25,2023-05-01,1
03090202,20230418,Everglades,8,12.61,87.39,43.24,0.94,0.00,0.00,2023-04-18,2023-04-24,1
03090202,20230411,Everglades,8,2.69,97.31,83.80,62.21,0.00,0.00,2023-04-11,2023-04-17,1
03090202,20230404,Everglades,8,1.25,98.75,94.91,82.99,12.83,0.00,2023-04-04,2023-04-10,1
03090202,20230328,Everglades,8,1.25,98.75,94.91,82.99,12.83,0.00,2023-03-28,2023-04-03,1
03090202,20230321,Everglades,8,1.25,98.75,88.53,48.85,0.00,0.00,2023-03-21,2023-03-27,1
03090202,20230314,Everglades,8,1.25,98.75,88.53,47.24,0.00,0.00,2023-03-14,2023-03-20,1
03090202,20230307,Everglades,8,1.76,98.24,82.45,24.98,0.00,0.00,2023-03-07,2023-03-13,1
03090202,20230228,Everglades,8,4.29,95.71,52.72,0.00,0.00,0.00,2023-02-28,2023-03-06,1
03090202,20230221,Everglades,8,18.74,81.26,19.59,0.00,0.00,0.00,2023-02-21,2023-02-27,1
03090202,20230214,Everglades,8,18.74,81.26,19.59,0.00,0.00,0.00,2023-02-14,2023-02-20,1
03090202,20230207,Everglades,8,18.74,81.26,0.00,0.00,0.00,0.00,2023-02-07,2023-02-13,1
03090202,20230131,Everglades,8,0.00,100.00,0.00,0.00,0.00,0.00,2023-01-31,2023-02-06,1
03090202,20230124,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2023-01-24,2023-01-30,1
03090202,20230117,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2023-01-17,2023-01-23,1
03090202,20230110,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2023-01-10,2023-01-16,1
03090202,20230103,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2023-01-03,2023-01-09,1
03090202,20221227,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2022-12-27,2023-01-02,1
03090202,20221220,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2022-12-20,2022-12-26,1
03090202,20221213,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2022-12-13,2022-12-19,1
03090202,20221206,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2022-12-06,2022-12-12,1
03090202,20221129,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2022-11-29,2022-12-05,1
03090202,20221122,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2022-11-22,2022-11-28,1
03090202,20221115,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2022-11-15,2022-11-21,1
03090202,20221108,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2022-11-08,2022-11-14,1
03090202,20221101,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2022-11-01,2022-11-07,1
03090202,20221025,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2022-10-25,2022-10-31,1
03090202,20221018,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2022-10-18,2022-10-24,1
03090202,20221011,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2022-10-11,2022-10-17,1
03090202,20221004,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2022-10-04,2022-10-10,1
03090202,20220927,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2022-09-27,2022-10-03,1
03090202,20220920,Everglades,8,27.62,72.38,0.00,0.00,0.00,0.00,2022-09-20,2022-09-26,1
03090202,20220913,Everglades,8,17.91,82.09,0.00,0.00,0.00,0.00,2022-09-13,2022-09-19,1
03090202,20220906,Everglades,8,17.91,82.09,0.00,0.00,0.00,0.00,2022-09-06,2022-09-12,1
03090202,20220830,Everglades,8,17.92,82.08,0.00,0.00,0.00,0.00,2022-08-30,2022-09-05,1
03090202,20220823,Everglades,8,84.87,15.13,0.00,0.00,0.00,0.00,2022-08-23,2022-08-29,1
03090202,20220816,Everglades,8,87.89,12.11,0.00,0.00,0.00,0.00,2022-08-16,2022-08-22,1
03090202,20220809,Everglades,8,98.66,1.34,0.00,0.00,0.00,0.00,2022-08-09,2022-08-15,1
03090202,20220802,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2022-08-02,2022-08-08,1
03090202,20220726,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2022-07-26,2022-08-01,1
03090202,20220719,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2022-07-19,2022-07-25,1
03090202,20220712,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2022-07-12,2022-07-18,1
03090202,20220705,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2022-07-05,2022-07-11,1
03090202,20220628,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2022-06-28,2022-07-04,1
03090202,20220621,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2022-06-21,2022-06-27,1
03090202,20220614,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2022-06-14,2022-06-20,1
03090202,20220607,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2022-06-07,2022-06-13,1
03090202,20220531,Everglades,8,96.66,3.34,0.41,0.00,0.00,0.00,2022-05-31,2022-06-06,1
03090202,20220524,Everglades,8,52.45,47.55,3.59,0.44,0.00,0.00,2022-05-24,2022-05-30,1
03090202,20220517,Everglades,8,43.01,56.99,34.73,0.44,0.00,0.00,2022-05-17,2022-05-23,1
03090202,20220510,Everglades,8,43.01,56.99,34.73,13.48,0.00,0.00,2022-05-10,2022-05-16,1
03090202,20220503,Everglades,8,40.28,59.72,37.20,13.44,0.00,0.00,2022-05-03,2022-05-09,1
03090202,20220426,Everglades,8,20.99,79.01,40.62,13.49,0.00,0.00,2022-04-26,2022-05-02,1
03090202,20220419,Everglades,8,20.99,79.01,40.62,8.02,0.00,0.00,2022-04-19,2022-04-25,1
03090202,20220412,Everglades,8,20.99,79.01,40.62,0.00,0.00,0.00,2022-04-12,2022-04-18,1
03090202,20220405,Everglades,8,31.54,68.46,31.42,0.00,0.00,0.00,2022-04-05,2022-04-11,1
03090202,20220329,Everglades,8,31.54,68.46,31.42,0.00,0.00,0.00,2022-03-29,2022-04-04,1
03090202,20220322,Everglades,8,31.54,68.46,31.42,0.00,0.00,0.00,2022-03-22,2022-03-28,1
03090202,20220315,Everglades,8,37.86,62.14,31.42,0.00,0.00,0.00,2022-03-15,2022-03-21,1
03090202,20220308,Everglades,8,45.74,54.26,7.81,0.00,0.00,0.00,2022-03-08,2022-03-14,1
03090202,20220301,Everglades,8,67.13,32.87,0.00,0.00,0.00,0.00,2022-03-01,2022-03-07,1
03090202,20220222,Everglades,8,99.57,0.43,0.00,0.00,0.00,0.00,2022-02-22,2022-02-28,1
03090202,20220215,Everglades,8,99.52,0.48,0.00,0.00,0.00,0.00,2022-02-15,2022-02-21,1
03090202,20220208,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2022-02-08,2022-02-14,1
03090202,20220201,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2022-02-01,2022-02-07,1
03090202,20220125,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2022-01-25,2022-01-31,1
03090202,20220118,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2022-01-18,2022-01-24,1
03090202,20220111,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2022-01-11,2022-01-17,1
03090202,20220104,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2022-01-04,2022-01-10,1
03090202,20211228,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2021-12-28,2022-01-03,1
03090202,20211221,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2021-12-21,2021-12-27,1
03090202,20211214,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2021-12-14,2021-12-20,1
03090202,20211207,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2021-12-07,2021-12-13,1
03090202,20211130,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2021-11-30,2021-12-06,1
03090202,20211123,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2021-11-23,2021-11-29,1
03090202,20211116,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2021-11-16,2021-11-22,1
03090202,20211109,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2021-11-09,2021-11-15,1
03090202,20211102,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2021-11-02,2021-11-08,1
03090202,20211026,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2021-10-26,2021-11-01,1
03090202,20211019,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2021-10-19,2021-10-25,1
03090202,20211012,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2021-10-12,2021-10-18,1
03090202,20211005,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2021-10-05,2021-10-11,1
03090202,20210928,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2021-09-28,2021-10-04,1
03090202,20210921,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2021-09-21,2021-09-27,1
03090202,20210914,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2021-09-14,2021-09-20,1
03090202,20210907,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2021-09-07,2021-09-13,1
03090202,20210831,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2021-08-31,2021-09-06,1
03090202,20210824,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2021-08-24,2021-08-30,1
03090202,20210817,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2021-08-17,2021-08-23,1
03090202,20210810,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2021-08-10,2021-08-16,1
03090202,20210803,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2021-08-03,2021-08-09,1
03090202,20210727,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2021-07-27,2021-08-02,1
03090202,20210720,Everglades,8,89.31,10.69,0.00,0.00,0.00,0.00,2021-07-20,2021-07-26,1
03090202,20210713,Everglades,8,89.31,10.69,0.00,0.00,0.00,0.00,2021-07-13,2021-07-19,1
03090202,20210706,Everglades,8,89.31,10.69,0.00,0.00,0.00,0.00,2021-07-06,2021-07-12,1
03090202,20210629,Everglades,8,48.91,51.09,0.00,0.00,0.00,0.00,2021-06-29,2021-07-05,1
03090202,20210622,Everglades,8,6.23,93.77,0.00,0.00,0.00,0.00,2021-06-22,2021-06-28,1
03090202,20210615,Everglades,8,0.00,100.00,72.03,0.00,0.00,0.00,2021-06-15,2021-06-21,1
03090202,20210608,Everglades,8,0.00,100.00,75.02,0.00,0.00,0.00,2021-06-08,2021-06-14,1
03090202,20210601,Everglades,8,0.00,100.00,75.02,0.00,0.00,0.00,2021-06-01,2021-06-07,1
03090202,20210525,Everglades,8,0.00,100.00,37.37,0.00,0.00,0.00,2021-05-25,2021-05-31,1
03090202,20210518,Everglades,8,21.65,78.35,10.70,0.00,0.00,0.00,2021-05-18,2021-05-24,1
03090202,20210511,Everglades,8,15.49,84.51,0.37,0.00,0.00,0.00,2021-05-11,2021-05-17,1
03090202,20210504,Everglades,8,18.30,81.70,0.00,0.00,0.00,0.00,2021-05-04,2021-05-10,1
03090202,20210427,Everglades,8,0.00,100.00,13.40,0.00,0.00,0.00,2021-04-27,2021-05-03,1
03090202,20210420,Everglades,8,0.00,100.00,13.30,0.00,0.00,0.00,2021-04-20,2021-04-26,1
03090202,20210413,Everglades,8,0.00,100.00,51.90,0.00,0.00,0.00,2021-04-13,2021-04-19,1
03090202,20210406,Everglades,8,0.00,100.00,51.90,0.00,0.00,0.00,2021-04-06,2021-04-12,1
03090202,20210330,Everglades,8,0.00,100.00,23.31,0.00,0.00,0.00,2021-03-30,2021-04-05,1
03090202,20210323,Everglades,8,0.00,100.00,7.16,0.00,0.00,0.00,2021-03-23,2021-03-29,1
03090202,20210316,Everglades,8,16.60,83.40,0.00,0.00,0.00,0.00,2021-03-16,2021-03-22,1
03090202,20210309,Everglades,8,17.52,82.48,0.00,0.00,0.00,0.00,2021-03-09,2021-03-15,1
03090202,20210302,Everglades,8,49.57,50.43,0.00,0.00,0.00,0.00,2021-03-02,2021-03-08,1
03090202,20210223,Everglades,8,49.57,50.43,0.00,0.00,0.00,0.00,2021-02-23,2021-03-01,1
03090202,20210216,Everglades,8,54.79,45.21,0.00,0.00,0.00,0.00,2021-02-16,2021-02-22,1
03090202,20210209,Everglades,8,78.09,21.91,0.00,0.00,0.00,0.00,2021-02-09,2021-02-15,1
03090202,20210202,Everglades,8,42.11,57.89,0.00,0.00,0.00,0.00,2021-02-02,2021-02-08,1
03090202,20210126,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2021-01-26,2021-02-01,1
03090202,20210119,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2021-01-19,2021-01-25,1
03090202,20210112,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2021-01-12,2021-01-18,1
03090202,20210105,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2021-01-05,2021-01-11,1
03090202,20201229,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2020-12-29,2021-01-04,1
03090202,20201222,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2020-12-22,2020-12-28,1
03090202,20201215,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2020-12-15,2020-12-21,1
03090202,20201208,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2020-12-08,2020-12-14,1
03090202,20201201,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2020-12-01,2020-12-07,1
03090202,20201124,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2020-11-24,2020-11-30,1
03090202,20201117,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2020-11-17,2020-11-23,1
03090202,20201110,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2020-11-10,2020-11-16,1
03090202,20201103,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2020-11-03,2020-11-09,1
03090202,20201027,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2020-10-27,2020-11-02,1
03090202,20201020,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2020-10-20,2020-10-26,1
03090202,20201013,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2020-10-13,2020-10-19,1
03090202,20201006,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2020-10-06,2020-10-12,1
03090202,20200929,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2020-09-29,2020-10-05,1
03090202,20200922,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2020-09-22,2020-09-28,1
03090202,20200915,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2020-09-15,2020-09-21,1
03090202,20200908,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2020-09-08,2020-09-14,1
03090202,20200901,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2020-09-01,2020-09-07,1
03090202,20200825,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2020-08-25,2020-08-31,1
03090202,20200818,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2020-08-18,2020-08-24,1
03090202,20200811,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2020-08-11,2020-08-17,1
03090202,20200804,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2020-08-04,2020-08-10,1
03090202,20200728,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2020-07-28,2020-08-03,1
03090202,20200721,Everglades,8,96.45,3.55,0.00,0.00,0.00,0.00,2020-07-21,2020-07-27,1
03090202,20200714,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2020-07-14,2020-07-20,1
03090202,20200707,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2020-07-07,2020-07-13,1
03090202,20200630,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2020-06-30,2020-07-06,1
03090202,20200623,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2020-06-23,2020-06-29,1
03090202,20200616,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2020-06-16,2020-06-22,1
03090202,20200609,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2020-06-09,2020-06-15,1
03090202,20200602,Everglades,8,100.00,0.00,0.00,0.00,0.00,0.00,2020-06-02,2020-06-08,1
03090202,20200526,Everglades,8,42.88,57.12,11.68,0.00,0.00,0.00,2020-05-26,2020-06-01,1
03090202,20200519,Everglades,8,33.72,66.28,51.87,22.88,0.00,0.00,2020-05-19,2020-05-25,1
03090202,20200512,Everglades,8,0.00,100.00,58.16,37.45,0.00,0.00,2020-05-12,2020-05-18,1
03090202,20200505,Everglades,8,0.00,100.00,58.16,37.45,0.00,0.00,2020-05-05,2020-05-11,1
03090202,20200428,Everglades,8,0.00,100.00,64.34,28.75,0.00,0.00,2020-04-28,2020-05-04,1
03090202,20200421,Everglades,8,0.00,100.00,90.22,41.69,0.00,0.00,2020-04-21,2020-04-27,1
03090202,20200414,Everglades,8,0.00,100.00,90.22,0.00,0.00,0.00,2020-04-14,2020-04-20,1
03090202,20200407,Everglades,8,0.00,100.00,90.22,0.00,0.00,0.00,2020-04-07,2020-04-13,1
03090202,20200331,Everglades,8,0.00,100.00,90.22,0.00,0.00,0.00,2020-03-31,2020-04-06,1
03090202,20200324,Everglades,8,2.65,97.35,8.19,0.00,0.00,0.00,2020-03-24,2020-03-30,1
03090202,20200317,Everglades,8,36.37,63.63,0.00,0.00,0.00,0.00,2020-03-17,2020-03-23,1
03090202,20200310,Everglades,8,46.81,53.19,0.00,0.00,0.00,0.00,2020-03-10,2020-03-16,1
